d packets: 182/0
request: node: 1, message: 183, time: 1599860928, Vbat 355 v, Tx dur 64 ms, T: -586 C, RH: 2092 %, status: 0x00, RSSI -103 dBm, SNR 9 dB, good/bad packets: 183/0
request: node: 1, message: 619, time: 1599863140, Vbat 350 v, Tx dur 64 ms, T: -1489 C, RH: 3886 %, status: 0x00, RSSI -111 dBm, SNR 6 dB, good/bad packets: 616/3
request: node: 1, message: 620, time: 1599863145, Vbat 350 v, Tx dur 64 ms, T: -1491 C, RH: 3893 %, status: 0x00, RSSI -111 dBm, SNR 7 dB, good/bad packets: 617/3
request: node: 1, message: 621, time: 1599863151, Vbat 350 v, Tx dur 64 ms, T: -1489 C, RH: 3906 %, status: 0x00, RSSI -111 dBm, SNR 6 dB, good/bad packets: 618/3
request: node: 1, message: 622, time: 1599863156, Vbat 350 v, Tx dur 64 ms, T: -1489 C, RH: 3913 %, status: 0x00, RSSI -112 dBm, SNR 6 dB, good/bad packets: 619/3
request: node: 1, message: 623, time: 1599863161, Vbat 350 v, Tx dur 64 ms, T: -1488 C, RH: 3925 %, status: 0x00, RSSI -112 dBm, SNR 6 dB, good/bad packets: 620/3
request: node: 1, message: 624, time: 1599863166, Vbat 350 v, Tx dur 64 ms, T: -1489 C, RH: 3932 %, status: 0x00, RSSI -111 dBm, SNR 7 dB, good/bad packets: 621/3
request: node: 1, message: 625, time: 1599863171, Vbat 350 v, Tx dur 64 ms, T: -1487 C, RH: 3943 %, status: 0x00, RSSI -105 dBm, SNR 8 dB, good/bad packets: 622/3
request: node: 1, message: 626, time: 1599863176, Vbat 350 v, Tx dur 64 ms, T: -1488 C, RH: 3952 %, status: 0x00, RSSI -105 dBm, SNR 8 dB, good/bad packets: 623/3
request: node: 1, message: 627, time: 1599863181, Vbat 350 v, Tx dur 64 ms, T: -1491 C, RH: 3961 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 624/3
request: node: 1, message: 628, time: 1599863186, Vbat 350 v, Tx dur 64 ms, T: -1489 C, RH: 3966 %, status: 0x00, RSSI -105 dBm, SNR 9 dB, good/bad packets: 625/3
request: node: 1, message: 629, time: 1599863191, Vbat 350 v, Tx dur 64 ms, T: -1489 C, RH: 3979 %, status: 0x00, RSSI -105 dBm, SNR 8 dB, good/bad packets: 626/3
request: node: 1, message: 630, time: 1599863196, Vbat 350 v, Tx dur 64 ms, T: -1489 C, RH: 3983 %, status: 0x00, RSSI -105 dBm, SNR 9 dB, good/bad packets: 627/3
request: node: 1, message: 631, time: 1599863201, Vbat 349 v, Tx dur 64 ms, T: -1488 C, RH: 3993 %, status: 0x00, RSSI -105 dBm, SNR 8 dB, good/bad packets: 628/3
request: node: 1, message: 632, time: 1599863206, Vbat 350 v, Tx dur 64 ms, T: -1488 C, RH: 4002 %, status: 0x00, RSSI -105 dBm, SNR 8 dB, good/bad packets: 629/3
request: node: 1, message: 633, time: 1599863211, Vbat 350 v, Tx dur 64 ms, T: -1489 C, RH: 4008 %, status: 0x00, RSSI -105 dBm, SNR 8 dB, good/bad packets: 630/3
request: node: 1, message: 634, time: 1599863217, Vbat 350 v, Tx dur 64 ms, T: -1488 C, RH: 4015 %, status: 0x00, RSSI -105 dBm, SNR 8 dB, good/bad packets: 631/3
request: node: 1, message: 635, time: 1599863222, Vbat 350 v, Tx dur 64 ms, T: -1488 C, RH: 4024 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 632/3
request: node: 1, message: 636, time: 1599863227, Vbat 350 v, Tx dur 64 ms, T: -1489 C, RH: 4031 %, status: 0x00, RSSI -112 dBm, SNR 6 dB, good/bad packets: 633/3
request: node: 1, message: 637, time: 1599863232, Vbat 350 v, Tx dur 64 ms, T: -1489 C, RH: 4037 %, status: 0x00, RSSI -108 dBm, SNR 8 dB, good/bad packets: 634/3
request: node: 1, message: 638, time: 1599863237, Vbat 349 v, Tx dur 64 ms, T: -1487 C, RH: 4046 %, status: 0x00, RSSI -113 dBm, SNR 6 dB, good/bad packets: 635/3
request: node: 1, message: 639, time: 1599863242, Vbat 350 v, Tx dur 64 ms, T: -1488 C, RH: 4056 %, status: 0x00, RSSI -111 dBm, SNR 7 dB, good/bad packets: 636/3
request: node: 1, message: 640, time: 1599863247, Vbat 349 v, Tx dur 64 ms, T: -1488 C, RH: 4059 %, status: 0x00, RSSI -108 dBm, SNR 8 dB, good/bad packets: 637/3
request: node: 1, message: 641, time: 1599863252, Vbat 349 v, Tx dur 64 ms, T: -1488 C, RH: 4071 %, status: 0x00, RSSI -108 dBm, SNR 8 dB, good/bad packets: 638/3
request: node: 1, message: 642, time: 1599863257, Vbat 350 v, Tx dur 64 ms, T: -1487 C, RH: 4073 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 639/3
request: node: 1, message: 643, time: 1599863262, Vbat 350 v, Tx dur 64 ms, T: -1488 C, RH: 4083 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 640/3
request: node: 1, message: 644, time: 1599863267, Vbat 349 v, Tx dur 64 ms, T: -1485 C, RH: 4088 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 641/3
request: node: 1, message: 645, time: 1599863272, Vbat 349 v, Tx dur 64 ms, T: -1488 C, RH: 4095 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 642/3
request: node: 1, message: 646, time: 1599863278, Vbat 350 v, Tx dur 64 ms, T: -1487 C, RH: 4103 %, status: 0x00, RSSI -108 dBm, SNR 7 dB, good/bad packets: 643/3
request: node: 1, message: 647, time: 1599863283, Vbat 350 v, Tx dur 64 ms, T: -1488 C, RH: 4112 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 644/3
request: node: 1, message: 648, time: 1599863288, Vbat 350 v, Tx dur 64 ms, T: -1485 C, RH: 4119 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 645/3
request: node: 1, message: 649, time: 1599863293, Vbat 349 v, Tx dur 64 ms, T: -1487 C, RH: 4122 %, status: 0x00, RSSI -108 dBm, SNR 8 dB, good/bad packets: 646/3
request: node: 1, message: 650, time: 1599863298, Vbat 349 v, Tx dur 64 ms, T: -1487 C, RH: 4130 %, status: 0x00, RSSI -108 dBm, SNR 8 dB, good/bad packets: 647/3
request: node: 1, message: 651, time: 1599863303, Vbat 350 v, Tx dur 64 ms, T: -1488 C, RH: 4136 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 648/3
request: node: 1, message: 652, time: 1599863308, Vbat 349 v, Tx dur 64 ms, T: -1485 C, RH: 4145 %, status: 0x00, RSSI -108 dBm, SNR 8 dB, good/bad packets: 649/3
request: node: 1, message: 653, time: 1599863313, Vbat 350 v, Tx dur 64 ms, T: -1485 C, RH: 4151 %, status: 0x00, RSSI -108 dBm, SNR 8 dB, good/bad packets: 650/3
request: node: 1, message: 654, time: 1599863318, Vbat 350 v, Tx dur 64 ms, T: -1485 C, RH: 4155 %, status: 0x00, RSSI -108 dBm, SNR 8 dB, good/bad packets: 651/3
request: node: 1, message: 655, time: 1599863323, Vbat 349 v, Tx dur 64 ms, T: -1485 C, RH: 4167 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 652/3
request: node: 1, message: 656, time: 1599863328, Vbat 349 v, Tx dur 64 ms, T: -1487 C, RH: 4173 %, status: 0x00, RSSI -107 dBm, SNR 7 dB, good/bad packets: 653/3
request: node: 1, message: 657, time: 1599863333, Vbat 349 v, Tx dur 64 ms, T: -1485 C, RH: 4181 %, status: 0x00, RSSI -108 dBm, SNR 8 dB, good/bad packets: 654/3
request: node: 1, message: 658, time: 1599863338, Vbat 349 v, Tx dur 64 ms, T: -1487 C, RH: 4190 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 655/3
request: node: 1, message: 659, time: 1599863344, Vbat 349 v, Tx dur 64 ms, T: -1487 C, RH: 4198 %, status: 0x00, RSSI -109 dBm, SNR 8 dB, good/bad packets: 656/3
request: node: 1, message: 660, time: 1599863349, Vbat 349 v, Tx dur 64 ms, T: -1485 C, RH: 4203 %, status: 0x00, RSSI -108 dBm, SNR 8 dB, good/bad packets: 657/3
request: node: 1, message: 661, time: 1599863354, Vbat 349 v, Tx dur 64 ms, T: -1487 C, RH: 4212 %, status: 0x00, RSSI -108 dBm, SNR 8 dB, good/bad packets: 658/3
request: node: 1, message: 662, time: 1599863359, Vbat 349 v, Tx dur 64 ms, T: -1484 C, RH: 4219 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 659/3
request: node: 1, message: 663, time: 1599863364, Vbat 349 v, Tx dur 64 ms, T: -1484 C, RH: 4227 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 660/3
request: node: 1, message: 664, time: 1599863369, Vbat 349 v, Tx dur 64 ms, T: -1482 C, RH: 4230 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 661/3
request: node: 1, message: 665, time: 1599863374, Vbat 349 v, Tx dur 64 ms, T: -1485 C, RH: 4240 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 662/3
request: node: 1, message: 666, time: 1599863379, Vbat 349 v, Tx dur 64 ms, T: -1484 C, RH: 4247 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 663/3
request: node: 1, message: 667, time: 1599863384, Vbat 349 v, Tx dur 64 ms, T: -1485 C, RH: 4258 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 664/3
request: node: 1, message: 668, time: 1599863389, Vbat 349 v, Tx dur 64 ms, T: -1484 C, RH: 4265 %, status: 0x00, RSSI -105 dBm, SNR 8 dB, good/bad packets: 665/3
request: node: 1, message: 669, time: 1599863394, Vbat 349 v, Tx dur 64 ms, T: -1484 C, RH: 4274 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 666/3
request: node: 1, message: 670, time: 1599863399, Vbat 350 v, Tx dur 64 ms, T: -1484 C, RH: 4287 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 667/3
request: node: 1, message: 671, time: 1599863405, Vbat 349 v, Tx dur 64 ms, T: -1484 C, RH: 4296 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 668/3
request: node: 1, message: 672, time: 1599863410, Vbat 349 v, Tx dur 64 ms, T: -1484 C, RH: 4306 %, status: 0x00, RSSI -107 dBm, SNR 9 dB, good/bad packets: 669/3
request: node: 1, message: 673, time: 1599863415, Vbat 349 v, Tx dur 64 ms, T: -1482 C, RH: 4318 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 670/3
request: node: 1, message: 674, time: 1599863420, Vbat 349 v, Tx dur 64 ms, T: -1482 C, RH: 4322 %, status: 0x00, RSSI -108 dBm, SNR 7 dB, good/bad packets: 671/3
request: node: 1, message: 675, time: 1599863425, Vbat 349 v, Tx dur 64 ms, T: -1484 C, RH: 4332 %, status: 0x00, RSSI -108 dBm, SNR 8 dB, good/bad packets: 672/3
request: node: 1, message: 676, time: 1599863430, Vbat 349 v, Tx dur 64 ms, T: -1484 C, RH: 4343 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 673/3
request: node: 1, message: 677, time: 1599863435, Vbat 349 v, Tx dur 64 ms, T: -1484 C, RH: 4349 %, status: 0x00, RSSI -104 dBm, SNR 9 dB, good/bad packets: 674/3
request: node: 1, message: 678, time: 1599863440, Vbat 349 v, Tx dur 64 ms, T: -1484 C, RH: 4357 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 675/3
request: node: 1, message: 679, time: 1599863445, Vbat 349 v, Tx dur 64 ms, T: -1482 C, RH: 4364 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 676/3
request: node: 1, message: 680, time: 1599863450, Vbat 349 v, Tx dur 64 ms, T: -1485 C, RH: 4370 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 677/3
request: node: 1, message: 681, time: 1599863455, Vbat 349 v, Tx dur 64 ms, T: -1484 C, RH: 4381 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 678/3
request: node: 1, message: 682, time: 1599863460, Vbat 349 v, Tx dur 64 ms, T: -1482 C, RH: 4387 %, status: 0x00, RSSI -106 dBm, SNR 8 dB, good/bad packets: 679/3
request: node: 1, message: 683, time: 1599863465, Vbat 349 v, Tx dur 64 ms, T: -1482 C, RH: 4398 %, status: 0x00, RSSI -109 dBm, SNR 8 dB, good/bad packets: 680/3
request: node: 1, message: 684, time: 1599863471, Vbat 349 v, Tx dur 64 ms, T: -1484 C, RH: 4407 %, status: 0x00, RSSI -111 dBm, SNR 7 dB, good/bad packets: 681/3
request: node: 1, message: 685, time: 1599863476, Vbat 349 v, Tx dur 64 ms, T: -1484 C, RH: 4413 %, status: 0x00, RSSI -111 dBm, SNR 7 dB, good/bad packets: 682/3
request: node: 1, message: 686, time: 1599863481, Vbat 349 v, Tx dur 64 ms, T: -1481 C, RH: 4420 %, status: 0x00, RSSI -109 dBm, SNR 8 dB, good/bad packets: 683/3
request: node: 1, message: 687, time: 1599863486, Vbat 349 v, Tx dur 64 ms, T: -1481 C, RH: 4427 %, status: 0x00, RSSI -109 dBm, SNR 7 dB, good/bad packets: 684/3
request: node: 1, message: 688, time: 1599863491, Vbat 349 v, Tx dur 64 ms, T: -1482 C, RH: 4432 %, status: 0x00, RSSI -112 dBm, SNR 6 dB, good/bad packets: 685/3
request: node: 1, message: 689, time: 1599863496, Vbat 349 v, Tx dur 64 ms, T: -1482 C, RH: 4441 %, status: 0x00, RSSI -112 dBm, SNR 6 dB, good/bad packets: 686/3
request: node: 1, message: 690, time: 1599863501, Vbat 349 v, Tx dur 64 ms, T: -1481 C, RH: 4447 %, status: 0x00, RSSI -112 dBm, SNR 6 dB, good/bad packets: 687/3
request: node: 1, message: 691, time: 1599863506, Vbat 349 v, Tx dur 64 ms, T: -1481 C, RH: 4456 %, status: 0x00, RSSI -105 dBm, SNR 9 dB, good/bad packets: 688/3
request: node: 1, message: 692, time: 1599863511, Vbat 349 v, Tx dur 64 ms, T: -1479 C, RH: 4460 %, status: 0x00, RSSI -105 dBm, SNR 8 dB, good/bad packets: 689/3
request: node: 1, message: 693, time: 1599863516, Vbat 349 v, Tx dur 64 ms, T: -1479 C, RH: 4468 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 690/3
request: node: 1, message: 694, time: 1599863521, Vbat 349 v, Tx dur 64 ms, T: -1482 C, RH: 4474 %, status: 0x00, RSSI -107 dBm, SNR 8 dB, good/bad packets: 691/3
